UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,TIPO_ELECCION,MESA,ESTADO_MESA,UBICACION_EN_CEDULA,TIPO_AGRUPACION,CODIGO_AGRUPACION,AGRUPACION_POLITICA,VOTOS_OBTENIDOS,ELECTORES_HABILES,VOTOS_BLANCOS,VOTOS_NULOS,VOTOS_IMPUG
150107,LORETO,MAYNAS,PUTUMAYO,MUNICIPAL DISTRITAL,26527,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,1873,MOVIMIENTO POLITICO REGIONAL UNIPOL,4,249,9,3,0
150107,LORETO,MAYNAS,PUTUMAYO,MUNICIPAL DISTRITAL,26527,CONTABILIZADAS NORMALES,4,PARTIDO POLITICO,2115,MOVIMIENTO POLITICO INDEPENDIENTE REGIONAL MOTOR DEL DESARROLLO,1,249,9,3,0
150107,LORETO,MAYNAS,PUTUMAYO,MUNICIPAL DISTRITAL,26527,CONTABILIZADAS NORMALES,5,PARTIDO POLITICO,2291,FRENTE INDEPENDIENTE DE LORETO,0,249,9,3,0
150107,LORETO,MAYNAS,PUTUMAYO,MUNICIPAL DISTRITAL,26527,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,34,249,9,3,0
150107,LORETO,MAYNAS,PUTUMAYO,MUNICIPAL DISTRITAL,26527,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,7,249,9,3,0
150107,LORETO,MAYNAS,PUTUMAYO,MUNICIPAL DISTRITAL,26527,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,11,249,9,3,0
150107,LORETO,MAYNAS,PUTUMAYO,MUNICIPAL DISTRITAL,26527,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,23860000,PERU POSIBLE,32,249,9,3,0
150107,LORETO,MAYNAS,PUTUMAYO,MUNICIPAL DISTRITAL,26527,CONTABILIZADAS NORMALES,10,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,11,249,9,3,0
150108,LORETO,MAYNAS,TORRES CAUSANA,MUNICIPAL DISTRITAL,26531,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1842,FUERZA LORETANA,64,245,15,9,0
150108,LORETO,MAYNAS,TORRES CAUSANA,MUNICIPAL DISTRITAL,26531,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1846,MOVIMIENTO INDEPENDIENTE REGIONAL VAMOS LORETO,10,245,15,9,0
150108,LORETO,MAYNAS,TORRES CAUSANA,MUNICIPAL DISTRITAL,26531,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,1873,MOVIMIENTO POLITICO REGIONAL UNIPOL,0,245,15,9,0
150108,LORETO,MAYNAS,TORRES CAUSANA,MUNICIPAL DISTRITAL,26531,CONTABILIZADAS NORMALES,4,PARTIDO POLITICO,2115,MOVIMIENTO POLITICO INDEPENDIENTE REGIONAL MOTOR DEL DESARROLLO,6,245,15,9,0
150108,LORETO,MAYNAS,TORRES CAUSANA,MUNICIPAL DISTRITAL,26531,CONTABILIZADAS NORMALES,5,PARTIDO POLITICO,2291,FRENTE INDEPENDIENTE DE LORETO,0,245,15,9,0
150108,LORETO,MAYNAS,TORRES CAUSANA,MUNICIPAL DISTRITAL,26531,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,85,245,15,9,0
150108,LORETO,MAYNAS,TORRES CAUSANA,MUNICIPAL DISTRITAL,26531,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,0,245,15,9,0
150411,LORETO,REQUENA,YAQUERANA,MUNICIPAL DISTRITAL,26537,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1842,FUERZA LORETANA,8,152,8,1,0
150411,LORETO,REQUENA,YAQUERANA,MUNICIPAL DISTRITAL,26537,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1846,MOVIMIENTO INDEPENDIENTE REGIONAL VAMOS LORETO,9,152,8,1,0
150411,LORETO,REQUENA,YAQUERANA,MUNICIPAL DISTRITAL,26537,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,1873,MOVIMIENTO POLITICO REGIONAL UNIPOL,15,152,8,1,0
150411,LORETO,REQUENA,YAQUERANA,MUNICIPAL DISTRITAL,26537,CONTABILIZADAS NORMALES,4,PARTIDO POLITICO,2141,MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO,1,152,8,1,0
150411,LORETO,REQUENA,YAQUERANA,MUNICIPAL DISTRITAL,26537,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,33,152,8,1,0
150411,LORETO,REQUENA,YAQUERANA,MUNICIPAL DISTRITAL,26537,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,42,152,8,1,0
150411,LORETO,REQUENA,YAQUERANA,MUNICIPAL DISTRITAL,26537,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,8,152,8,1,0
150411,LORETO,REQUENA,YAQUERANA,MUNICIPAL DISTRITAL,26537,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,23860000,PERU POSIBLE,1,152,8,1,0
150411,LORETO,REQUENA,YAQUERANA,MUNICIPAL DISTRITAL,26537,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,1,152,8,1,0
150411,LORETO,REQUENA,YAQUERANA,MUNICIPAL DISTRITAL,26537,CONTABILIZADAS NORMALES,10,LISTA INDEPENDIENTE,24010000,PARTIDO NACIONALISTA PERUANO,5,152,8,1,0
150202,LORETO,ALTO AMAZONAS,BALSAPUERTO,MUNICIPAL DISTRITAL,27987,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1842,FUERZA LORETANA,43,249,18,5,0
150202,LORETO,ALTO AMAZONAS,BALSAPUERTO,MUNICIPAL DISTRITAL,27987,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1873,MOVIMIENTO POLITICO REGIONAL UNIPOL,0,249,18,5,0
150202,LORETO,ALTO AMAZONAS,BALSAPUERTO,MUNICIPAL DISTRITAL,27987,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,1933,MOVIMIENTO INDEPENDIENTE INTEGRACION LORETANA,9,249,18,5,0
150202,LORETO,ALTO AMAZONAS,BALSAPUERTO,MUNICIPAL DISTRITAL,27987,CONTABILIZADAS NORMALES,4,PROVINCIAL,2836,CAMBIO ALTO AMAZONAS,75,249,18,5,0
150202,LORETO,ALTO AMAZONAS,BALSAPUERTO,MUNICIPAL DISTRITAL,27987,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,28,249,18,5,0
150202,LORETO,ALTO AMAZONAS,BALSAPUERTO,MUNICIPAL DISTRITAL,27987,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,6,249,18,5,0
150202,LORETO,ALTO AMAZONAS,BALSAPUERTO,MUNICIPAL DISTRITAL,27987,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23730000,PARTIDO DEMOCRATICO SOMOS PERU,0,249,18,5,0
150202,LORETO,ALTO AMAZONAS,BALSAPUERTO,MUNICIPAL DISTRITAL,27987,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,5,249,18,5,0
150202,LORETO,ALTO AMAZONAS,BALSAPUERTO,MUNICIPAL DISTRITAL,27987,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,37,249,18,5,0
150703,LORETO,DATEM DEL MARAÃON,CAHUAPANAS,MUNICIPAL DISTRITAL,28001,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1842,FUERZA LORETANA,50,233,26,13,0
150703,LORETO,DATEM DEL MARAÃON,CAHUAPANAS,MUNICIPAL DISTRITAL,28001,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1933,MOVIMIENTO INDEPENDIENTE INTEGRACION LORETANA,2,233,26,13,0
150703,LORETO,DATEM DEL MARAÃON,CAHUAPANAS,MUNICIPAL DISTRITAL,28001,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,1947,PROPUESTA AMAZONIA,5,233,26,13,0
150703,LORETO,DATEM DEL MARAÃON,CAHUAPANAS,MUNICIPAL DISTRITAL,28001,CONTABILIZADAS NORMALES,4,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,1,233,26,13,0
150703,LORETO,DATEM DEL MARAÃON,CAHUAPANAS,MUNICIPAL DISTRITAL,28001,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,35,233,26,13,0
150703,LORETO,DATEM DEL MARAÃON,CAHUAPANAS,MUNICIPAL DISTRITAL,28001,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23730000,PARTIDO DEMOCRATICO SOMOS PERU,23,233,26,13,0
150703,LORETO,DATEM DEL MARAÃON,CAHUAPANAS,MUNICIPAL DISTRITAL,28001,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,34,233,26,13,0
150205,LORETO,ALTO AMAZONAS,JEBEROS,MUNICIPAL DISTRITAL,28005,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1842,FUERZA LORETANA,56,247,14,4,0
150205,LORETO,ALTO AMAZONAS,JEBEROS,MUNICIPAL DISTRITAL,28005,CONTABILIZADAS NORMALES,2,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,64,247,14,4,0
150205,LORETO,ALTO AMAZONAS,JEBEROS,MUNICIPAL DISTRITAL,28005,CONTABILIZADAS NORMALES,3,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,3,247,14,4,0
150205,LORETO,ALTO AMAZONAS,JEBEROS,MUNICIPAL DISTRITAL,28005,CONTABILIZADAS NORMALES,4,LISTA INDEPENDIENTE,23730000,PARTIDO DEMOCRATICO SOMOS PERU,70,247,14,4,0
150205,LORETO,ALTO AMAZONAS,JEBEROS,MUNICIPAL DISTRITAL,28005,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,13,247,14,4,0
150206,LORETO,ALTO AMAZONAS,LAGUNAS,MUNICIPAL DISTRITAL,28011,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1823,BLOQUE POPULAR AMAZONICO,0,245,11,1,0
150206,LORETO,ALTO AMAZONAS,LAGUNAS,MUNICIPAL DISTRITAL,28011,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1842,FUERZA LORETANA,91,245,11,1,0
150206,LORETO,ALTO AMAZONAS,LAGUNAS,MUNICIPAL DISTRITAL,28011,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,1873,MOVIMIENTO POLITICO REGIONAL UNIPOL,29,245,11,1,0
150206,LORETO,ALTO AMAZONAS,LAGUNAS,MUNICIPAL DISTRITAL,28011,CONTABILIZADAS NORMALES,4,PROVINCIAL,2836,CAMBIO ALTO AMAZONAS,67,245,11,1,0
150206,LORETO,ALTO AMAZONAS,LAGUNAS,MUNICIPAL DISTRITAL,28011,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,16,245,11,1,0
150206,LORETO,ALTO AMAZONAS,LAGUNAS,MUNICIPAL DISTRITAL,28011,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,0,245,11,1,0
150206,LORETO,ALTO AMAZONAS,LAGUNAS,MUNICIPAL DISTRITAL,28011,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23730000,PARTIDO DEMOCRATICO SOMOS PERU,3,245,11,1,0
150206,LORETO,ALTO AMAZONAS,LAGUNAS,MUNICIPAL DISTRITAL,28011,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,0,245,11,1,0
150206,LORETO,ALTO AMAZONAS,LAGUNAS,MUNICIPAL DISTRITAL,28011,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,8,245,11,1,0
150704,LORETO,DATEM DEL MARAÃON,MANSERICHE,MUNICIPAL DISTRITAL,28027,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1842,FUERZA LORETANA,15,237,21,5,0
150704,LORETO,DATEM DEL MARAÃON,MANSERICHE,MUNICIPAL DISTRITAL,28027,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1873,MOVIMIENTO POLITICO REGIONAL UNIPOL,9,237,21,5,0
150704,LORETO,DATEM DEL MARAÃON,MANSERICHE,MUNICIPAL DISTRITAL,28027,CONTABILIZADAS NORMALES,3,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,0,237,21,5,0
150704,LORETO,DATEM DEL MARAÃON,MANSERICHE,MUNICIPAL DISTRITAL,28027,CONTABILIZADAS NORMALES,4,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,65,237,21,5,0
150704,LORETO,DATEM DEL MARAÃON,MANSERICHE,MUNICIPAL DISTRITAL,28027,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23730000,PARTIDO DEMOCRATICO SOMOS PERU,39,237,21,5,0
150704,LORETO,DATEM DEL MARAÃON,MANSERICHE,MUNICIPAL DISTRITAL,28027,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,3,237,21,5,0
150704,LORETO,DATEM DEL MARAÃON,MANSERICHE,MUNICIPAL DISTRITAL,28027,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,54,237,21,5,0
150704,LORETO,DATEM DEL MARAÃON,MANSERICHE,MUNICIPAL DISTRITAL,28027,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,24010000,PARTIDO NACIONALISTA PERUANO,10,237,21,5,0
150210,LORETO,ALTO AMAZONAS,SANTA CRUZ,MUNICIPAL DISTRITAL,28039,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1823,BLOQUE POPULAR AMAZONICO,1,249,25,8,0
150210,LORETO,ALTO AMAZONAS,SANTA CRUZ,MUNICIPAL DISTRITAL,28039,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1842,FUERZA LORETANA,32,249,25,8,0
150210,LORETO,ALTO AMAZONAS,SANTA CRUZ,MUNICIPAL DISTRITAL,28039,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,1873,MOVIMIENTO POLITICO REGIONAL UNIPOL,12,249,25,8,0
150210,LORETO,ALTO AMAZONAS,SANTA CRUZ,MUNICIPAL DISTRITAL,28039,CONTABILIZADAS NORMALES,4,PROVINCIAL,2836,CAMBIO ALTO AMAZONAS,2,249,25,8,0
150210,LORETO,ALTO AMAZONAS,SANTA CRUZ,MUNICIPAL DISTRITAL,28039,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,76,249,25,8,0
150210,LORETO,ALTO AMAZONAS,SANTA CRUZ,MUNICIPAL DISTRITAL,28039,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,1,249,25,8,0
150210,LORETO,ALTO AMAZONAS,SANTA CRUZ,MUNICIPAL DISTRITAL,28039,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23730000,PARTIDO DEMOCRATICO SOMOS PERU,70,249,25,8,0
150211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,MUNICIPAL DISTRITAL,28046,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1823,BLOQUE POPULAR AMAZONICO,0,132,20,6,0
150211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,MUNICIPAL DISTRITAL,28046,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1842,FUERZA LORETANA,20,132,20,6,0
150211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,MUNICIPAL DISTRITAL,28046,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,1873,MOVIMIENTO POLITICO REGIONAL UNIPOL,0,132,20,6,0
150211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,MUNICIPAL DISTRITAL,28046,CONTABILIZADAS NORMALES,4,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,46,132,20,6,0
150211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,MUNICIPAL DISTRITAL,28046,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,13,132,20,6,0
150211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,MUNICIPAL DISTRITAL,28046,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23730000,PARTIDO DEMOCRATICO SOMOS PERU,16,132,20,6,0
150706,LORETO,DATEM DEL MARAÃON,PASTAZA,MUNICIPAL DISTRITAL,28169,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1842,FUERZA LORETANA,41,216,20,3,0
150706,LORETO,DATEM DEL MARAÃON,PASTAZA,MUNICIPAL DISTRITAL,28169,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1873,MOVIMIENTO POLITICO REGIONAL UNIPOL,1,216,20,3,0
150706,LORETO,DATEM DEL MARAÃON,PASTAZA,MUNICIPAL DISTRITAL,28169,CONTABILIZADAS NORMALES,3,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,15,216,20,3,0
150706,LORETO,DATEM DEL MARAÃON,PASTAZA,MUNICIPAL DISTRITAL,28169,CONTABILIZADAS NORMALES,4,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,52,216,20,3,0
150706,LORETO,DATEM DEL MARAÃON,PASTAZA,MUNICIPAL DISTRITAL,28169,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23730000,PARTIDO DEMOCRATICO SOMOS PERU,6,216,20,3,0
150706,LORETO,DATEM DEL MARAÃON,PASTAZA,MUNICIPAL DISTRITAL,28169,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,15,216,20,3,0
150302,LORETO,LORETO,PARINARI,MUNICIPAL DISTRITAL,28531,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1842,FUERZA LORETANA,7,240,30,9,0
150302,LORETO,LORETO,PARINARI,MUNICIPAL DISTRITAL,28531,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1873,MOVIMIENTO POLITICO REGIONAL UNIPOL,76,240,30,9,0
150302,LORETO,LORETO,PARINARI,MUNICIPAL DISTRITAL,28531,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,1933,MOVIMIENTO INDEPENDIENTE INTEGRACION LORETANA,0,240,30,9,0
150302,LORETO,LORETO,PARINARI,MUNICIPAL DISTRITAL,28531,CONTABILIZADAS NORMALES,4,PARTIDO POLITICO,2141,MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO,47,240,30,9,0
150302,LORETO,LORETO,PARINARI,MUNICIPAL DISTRITAL,28531,CONTABILIZADAS NORMALES,5,PROVINCIAL,2858,SIEMPRE INDEPENDIENTES,3,240,30,9,0
150302,LORETO,LORETO,PARINARI,MUNICIPAL DISTRITAL,28531,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,13,240,30,9,0
150302,LORETO,LORETO,PARINARI,MUNICIPAL DISTRITAL,28531,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23700000,ALIANZA PARA EL PROGRESO,36,240,30,9,0
150302,LORETO,LORETO,PARINARI,MUNICIPAL DISTRITAL,28531,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,2,240,30,9,0
150302,LORETO,LORETO,PARINARI,MUNICIPAL DISTRITAL,28531,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,2,240,30,9,0
150303,LORETO,LORETO,TIGRE,MUNICIPAL DISTRITAL,28540,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1842,FUERZA LORETANA,10,205,20,17,0
150303,LORETO,LORETO,TIGRE,MUNICIPAL DISTRITAL,28540,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1873,MOVIMIENTO POLITICO REGIONAL UNIPOL,70,205,20,17,0
150303,LORETO,LORETO,TIGRE,MUNICIPAL DISTRITAL,28540,CONTABILIZADAS NORMALES,3,DISTRITAL,2502,TIGRE EN ACCION,0,205,20,17,0
150303,LORETO,LORETO,TIGRE,MUNICIPAL DISTRITAL,28540,CONTABILIZADAS NORMALES,4,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,71,205,20,17,0
150303,LORETO,LORETO,TIGRE,MUNICIPAL DISTRITAL,28540,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,0,205,20,17,0
150304,LORETO,LORETO,URARINAS,MUNICIPAL DISTRITAL,28546,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1842,FUERZA LORETANA,3,184,13,3,0
150304,LORETO,LORETO,URARINAS,MUNICIPAL DISTRITAL,28546,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1873,MOVIMIENTO POLITICO REGIONAL UNIPOL,1,184,13,3,0
150304,LORETO,LORETO,URARINAS,MUNICIPAL DISTRITAL,28546,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,1933,MOVIMIENTO INDEPENDIENTE INTEGRACION LORETANA,6,184,13,3,0
150304,LORETO,LORETO,URARINAS,MUNICIPAL DISTRITAL,28546,CONTABILIZADAS NORMALES,4,PARTIDO POLITICO,2115,MOVIMIENTO POLITICO INDEPENDIENTE REGIONAL MOTOR DEL DESARROLLO,0,184,13,3,0
150304,LORETO,LORETO,URARINAS,MUNICIPAL DISTRITAL,28546,CONTABILIZADAS NORMALES,5,PARTIDO POLITICO,2141,MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO,53,184,13,3,0
150304,LORETO,LORETO,URARINAS,MUNICIPAL DISTRITAL,28546,CONTABILIZADAS NORMALES,6,PROVINCIAL,2858,SIEMPRE INDEPENDIENTES,7,184,13,3,0
150304,LORETO,LORETO,URARINAS,MUNICIPAL DISTRITAL,28546,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,5,184,13,3,0
150304,LORETO,LORETO,URARINAS,MUNICIPAL DISTRITAL,28546,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,23660000,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,184,13,3,0
150304,LORETO,LORETO,URARINAS,MUNICIPAL DISTRITAL,28546,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,6,184,13,3,0
150304,LORETO,LORETO,URARINAS,MUNICIPAL DISTRITAL,28546,CONTABILIZADAS NORMALES,10,LISTA INDEPENDIENTE,23700000,ALIANZA PARA EL PROGRESO,1,184,13,3,0
150304,LORETO,LORETO,URARINAS,MUNICIPAL DISTRITAL,28546,CONTABILIZADAS NORMALES,11,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,60,184,13,3,0
150304,LORETO,LORETO,URARINAS,MUNICIPAL DISTRITAL,28546,CONTABILIZADAS NORMALES,12,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,1,184,13,3,0
150304,LORETO,LORETO,URARINAS,MUNICIPAL DISTRITAL,28546,CONTABILIZADAS NORMALES,13,LISTA INDEPENDIENTE,24010000,PARTIDO NACIONALISTA PERUANO,7,184,13,3,0
150305,LORETO,LORETO,TROMPETEROS,MUNICIPAL DISTRITAL,28557,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1842,FUERZA LORETANA,27,157,18,5,0
150305,LORETO,LORETO,TROMPETEROS,MUNICIPAL DISTRITAL,28557,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1873,MOVIMIENTO POLITICO REGIONAL UNIPOL,15,157,18,5,0
150305,LORETO,LORETO,TROMPETEROS,MUNICIPAL DISTRITAL,28557,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,2141,MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO,7,157,18,5,0
150305,LORETO,LORETO,TROMPETEROS,MUNICIPAL DISTRITAL,28557,CONTABILIZADAS NORMALES,4,PROVINCIAL,2858,SIEMPRE INDEPENDIENTES,8,157,18,5,0
150305,LORETO,LORETO,TROMPETEROS,MUNICIPAL DISTRITAL,28557,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,3,157,18,5,0
150305,LORETO,LORETO,TROMPETEROS,MUNICIPAL DISTRITAL,28557,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23700000,ALIANZA PARA EL PROGRESO,25,157,18,5,0
150305,LORETO,LORETO,TROMPETEROS,MUNICIPAL DISTRITAL,28557,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,11,157,18,5,0
150305,LORETO,LORETO,TROMPETEROS,MUNICIPAL DISTRITAL,28557,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,23860000,PERU POSIBLE,13,157,18,5,0
150305,LORETO,LORETO,TROMPETEROS,MUNICIPAL DISTRITAL,28557,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,10,157,18,5,0
150602,LORETO,MARISCAL RAMON CASTILLA,PEBAS,MUNICIPAL DISTRITAL,28921,CONTABILIZADAS ANULADAS,1,PARTIDO POLITICO,1842,FUERZA LORETANA,0,247,0,247,0
150602,LORETO,MARISCAL RAMON CASTILLA,PEBAS,MUNICIPAL DISTRITAL,28921,CONTABILIZADAS ANULADAS,2,PARTIDO POLITICO,1846,MOVIMIENTO INDEPENDIENTE REGIONAL VAMOS LORETO,0,247,0,247,0
150602,LORETO,MARISCAL RAMON CASTILLA,PEBAS,MUNICIPAL DISTRITAL,28921,CONTABILIZADAS ANULADAS,3,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,0,247,0,247,0
150602,LORETO,MARISCAL RAMON CASTILLA,PEBAS,MUNICIPAL DISTRITAL,28921,CONTABILIZADAS ANULADAS,4,LISTA INDEPENDIENTE,23660000,FRENTE POPULAR AGRICOLA FIA DEL PERU,0,247,0,247,0
150602,LORETO,MARISCAL RAMON CASTILLA,PEBAS,MUNICIPAL DISTRITAL,28921,CONTABILIZADAS ANULADAS,5,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,0,247,0,247,0
150602,LORETO,MARISCAL RAMON CASTILLA,PEBAS,MUNICIPAL DISTRITAL,28921,CONTABILIZADAS ANULADAS,6,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,0,247,0,247,0
150603,LORETO,MARISCAL RAMON CASTILLA,YAVARI,MUNICIPAL DISTRITAL,28937,CONTABILIZADAS NORMALES,1,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,5,201,22,3,0
150603,LORETO,MARISCAL RAMON CASTILLA,YAVARI,MUNICIPAL DISTRITAL,28937,CONTABILIZADAS NORMALES,2,LISTA INDEPENDIENTE,23660000,FRENTE POPULAR AGRICOLA FIA DEL PERU,43,201,22,3,0
150603,LORETO,MARISCAL RAMON CASTILLA,YAVARI,MUNICIPAL DISTRITAL,28937,CONTABILIZADAS NORMALES,3,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,14,201,22,3,0
