ubigeo,region,provincia,distrito,organizacion_politica,total_votos,partido_regional
50405,Ayacucho,La Mar,Chungui,TECNOLOGIA DE PUNTA PARA AYACUCHO,401,1
50405,Ayacucho,La Mar,Chungui,QATUN TARPUY,410,1
50405,Ayacucho,La Mar,Chungui,ALIANZA PARA EL PROGRESO,104,1
50405,Ayacucho,La Mar,Chungui,DEMOCRACIA DIRECTA,14,1
50406,Ayacucho,La Mar,Tambo,MUSUQ ÑAN,1556,1
50406,Ayacucho,La Mar,Tambo,MOVIMIENTO REGIONAL GANA AYACUCHO,437,1
50406,Ayacucho,La Mar,Tambo,DESARROLLO INTEGRAL AYACUCHO,156,1
50406,Ayacucho,La Mar,Tambo,TECNOLOGIA DE PUNTA PARA AYACUCHO,44,1
50406,Ayacucho,La Mar,Tambo,QATUN TARPUY,3481,1
50406,Ayacucho,La Mar,Tambo,ALIANZA PARA EL PROGRESO,581,1
50407,Ayacucho,La Mar,Luis Carranza,MUSUQ ÑAN,383,1
50407,Ayacucho,La Mar,Luis Carranza,MOVIMIENTO REGIONAL GANA AYACUCHO,38,1
50407,Ayacucho,La Mar,Luis Carranza,QATUN TARPUY,413,1
50407,Ayacucho,La Mar,Luis Carranza,ALIANZA PARA EL PROGRESO,2,1
50408,Ayacucho,La Mar,Santa Rosa,MUSUQ ÑAN,516,1
50408,Ayacucho,La Mar,Santa Rosa,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,528,1
50408,Ayacucho,La Mar,Santa Rosa,MOVIMIENTO REGIONAL GANA AYACUCHO,1317,1
50408,Ayacucho,La Mar,Santa Rosa,DESARROLLO INTEGRAL AYACUCHO,631,1
50408,Ayacucho,La Mar,Santa Rosa,TECNOLOGIA DE PUNTA PARA AYACUCHO,150,1
50408,Ayacucho,La Mar,Santa Rosa,QATUN TARPUY,1364,1
50408,Ayacucho,La Mar,Santa Rosa,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",96,1
50408,Ayacucho,La Mar,Santa Rosa,ALIANZA PARA EL PROGRESO,145,1
50408,Ayacucho,La Mar,Santa Rosa,PERU LIBERTARIO,50,1
50408,Ayacucho,La Mar,Santa Rosa,DEMOCRACIA DIRECTA,54,1
50408,Ayacucho,La Mar,Santa Rosa,ACCION POPULAR,92,0
50409,Ayacucho,La Mar,Samugari,MUSUQ ÑAN,149,1
50409,Ayacucho,La Mar,Samugari,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,81,1
50409,Ayacucho,La Mar,Samugari,MOVIMIENTO REGIONAL GANA AYACUCHO,1475,1
50409,Ayacucho,La Mar,Samugari,DESARROLLO INTEGRAL AYACUCHO,84,1
50409,Ayacucho,La Mar,Samugari,QATUN TARPUY,1739,1
50409,Ayacucho,La Mar,Samugari,ALIANZA PARA EL PROGRESO,22,1
50410,Ayacucho,La Mar,Anchihuay,MUSUQ ÑAN,1027,1
50410,Ayacucho,La Mar,Anchihuay,MOVIMIENTO REGIONAL GANA AYACUCHO,150,1
50410,Ayacucho,La Mar,Anchihuay,QATUN TARPUY,867,1
50411,Ayacucho,La Mar,Oronccoy,MUSUQ ÑAN,67,1
50411,Ayacucho,La Mar,Oronccoy,DESARROLLO INTEGRAL AYACUCHO,85,1
50411,Ayacucho,La Mar,Oronccoy,TECNOLOGIA DE PUNTA PARA AYACUCHO,27,1
50411,Ayacucho,La Mar,Oronccoy,QATUN TARPUY,79,1
50411,Ayacucho,La Mar,Oronccoy,ALIANZA PARA EL PROGRESO,70,1
50502,Ayacucho,Lucanas,Aucara,MUSUQ ÑAN,371,1
50502,Ayacucho,Lucanas,Aucara,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,65,1
50502,Ayacucho,Lucanas,Aucara,MOVIMIENTO REGIONAL GANA AYACUCHO,131,1
50502,Ayacucho,Lucanas,Aucara,DESARROLLO INTEGRAL AYACUCHO,10,1
50502,Ayacucho,Lucanas,Aucara,QATUN TARPUY,361,1
50502,Ayacucho,Lucanas,Aucara,ALIANZA PARA EL PROGRESO,304,1
50502,Ayacucho,Lucanas,Aucara,DEMOCRACIA DIRECTA,31,1
50503,Ayacucho,Lucanas,Cabana,MUSUQ ÑAN,79,1
50503,Ayacucho,Lucanas,Cabana,MOVIMIENTO REGIONAL GANA AYACUCHO,242,1
50503,Ayacucho,Lucanas,Cabana,DESARROLLO INTEGRAL AYACUCHO,184,1
50503,Ayacucho,Lucanas,Cabana,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",37,1
50504,Ayacucho,Lucanas,Carmen Salcedo,MOVIMIENTO REGIONAL GANA AYACUCHO,103,1
50504,Ayacucho,Lucanas,Carmen Salcedo,DESARROLLO INTEGRAL AYACUCHO,205,1
50504,Ayacucho,Lucanas,Carmen Salcedo,QATUN TARPUY,107,1
50504,Ayacucho,Lucanas,Carmen Salcedo,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",44,1
50504,Ayacucho,Lucanas,Carmen Salcedo,PARTIDO POPULAR CRISTIANO - PPC,89,0
50506,Ayacucho,Lucanas,Chaviña,MUSUQ ÑAN,186,1
50506,Ayacucho,Lucanas,Chaviña,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,10,1
50506,Ayacucho,Lucanas,Chaviña,MOVIMIENTO REGIONAL GANA AYACUCHO,95,1
50506,Ayacucho,Lucanas,Chaviña,TECNOLOGIA DE PUNTA PARA AYACUCHO,25,1
50506,Ayacucho,Lucanas,Chaviña,QATUN TARPUY,202,1
50506,Ayacucho,Lucanas,Chaviña,ALIANZA PARA EL PROGRESO,209,1
50506,Ayacucho,Lucanas,Chaviña,PERU LIBERTARIO,78,1
50506,Ayacucho,Lucanas,Chaviña,ACCION POPULAR,151,0
50508,Ayacucho,Lucanas,Chipao,MUSUQ ÑAN,64,1
50508,Ayacucho,Lucanas,Chipao,MOVIMIENTO REGIONAL GANA AYACUCHO,110,1
50508,Ayacucho,Lucanas,Chipao,DESARROLLO INTEGRAL AYACUCHO,175,1
50508,Ayacucho,Lucanas,Chipao,QATUN TARPUY,39,1
50508,Ayacucho,Lucanas,Chipao,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",28,1
50508,Ayacucho,Lucanas,Chipao,ALIANZA PARA EL PROGRESO,14,1
50508,Ayacucho,Lucanas,Chipao,PARTIDO APRISTA PERUANO,100,1
50508,Ayacucho,Lucanas,Chipao,ACCION POPULAR,16,0
50510,Ayacucho,Lucanas,Huac-Huas,MUSUQ ÑAN,359,1
50510,Ayacucho,Lucanas,Huac-Huas,MOVIMIENTO REGIONAL GANA AYACUCHO,172,1
50510,Ayacucho,Lucanas,Huac-Huas,DESARROLLO INTEGRAL AYACUCHO,271,1
50510,Ayacucho,Lucanas,Huac-Huas,TECNOLOGIA DE PUNTA PARA AYACUCHO,20,1
50510,Ayacucho,Lucanas,Huac-Huas,QATUN TARPUY,23,1
50511,Ayacucho,Lucanas,Laramate,MUSUQ ÑAN,32,1
50511,Ayacucho,Lucanas,Laramate,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,156,1
50511,Ayacucho,Lucanas,Laramate,MOVIMIENTO REGIONAL GANA AYACUCHO,174,1
50511,Ayacucho,Lucanas,Laramate,DESARROLLO INTEGRAL AYACUCHO,199,1
50511,Ayacucho,Lucanas,Laramate,QATUN TARPUY,128,1
50511,Ayacucho,Lucanas,Laramate,ACCION POPULAR,128,0
50512,Ayacucho,Lucanas,Leoncio Prado,MUSUQ ÑAN,48,1
50512,Ayacucho,Lucanas,Leoncio Prado,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,76,1
50512,Ayacucho,Lucanas,Leoncio Prado,MOVIMIENTO REGIONAL GANA AYACUCHO,121,1
50512,Ayacucho,Lucanas,Leoncio Prado,DESARROLLO INTEGRAL AYACUCHO,74,1
50512,Ayacucho,Lucanas,Leoncio Prado,ALIANZA PARA EL PROGRESO,71,1
50512,Ayacucho,Lucanas,Leoncio Prado,ACCION POPULAR,231,0
50513,Ayacucho,Lucanas,Lucanas,MUSUQ ÑAN,154,1
50513,Ayacucho,Lucanas,Lucanas,MOVIMIENTO REGIONAL GANA AYACUCHO,53,1
50513,Ayacucho,Lucanas,Lucanas,DESARROLLO INTEGRAL AYACUCHO,643,1
50513,Ayacucho,Lucanas,Lucanas,TECNOLOGIA DE PUNTA PARA AYACUCHO,217,1
50513,Ayacucho,Lucanas,Lucanas,QATUN TARPUY,140,1
50513,Ayacucho,Lucanas,Lucanas,ALIANZA PARA EL PROGRESO,48,1
50513,Ayacucho,Lucanas,Lucanas,PARTIDO APRISTA PERUANO,35,1
50513,Ayacucho,Lucanas,Lucanas,ACCION POPULAR,6,0
50514,Ayacucho,Lucanas,Llauta,MUSUQ ÑAN,16,1
50514,Ayacucho,Lucanas,Llauta,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,48,1
50514,Ayacucho,Lucanas,Llauta,MOVIMIENTO REGIONAL GANA AYACUCHO,217,1
50514,Ayacucho,Lucanas,Llauta,QATUN TARPUY,113,1
50514,Ayacucho,Lucanas,Llauta,ALIANZA PARA EL PROGRESO,149,1
50516,Ayacucho,Lucanas,Ocaña,MUSUQ ÑAN,43,1
50516,Ayacucho,Lucanas,Ocaña,MOVIMIENTO REGIONAL GANA AYACUCHO,601,1
50516,Ayacucho,Lucanas,Ocaña,DESARROLLO INTEGRAL AYACUCHO,482,1
50516,Ayacucho,Lucanas,Ocaña,TECNOLOGIA DE PUNTA PARA AYACUCHO,83,1
50516,Ayacucho,Lucanas,Ocaña,QATUN TARPUY,95,1
50516,Ayacucho,Lucanas,Ocaña,ACCION POPULAR,48,0
50517,Ayacucho,Lucanas,Otoca,MUSUQ ÑAN,171,1
50517,Ayacucho,Lucanas,Otoca,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,269,1
50517,Ayacucho,Lucanas,Otoca,MOVIMIENTO REGIONAL GANA AYACUCHO,13,1
50517,Ayacucho,Lucanas,Otoca,DESARROLLO INTEGRAL AYACUCHO,161,1
50517,Ayacucho,Lucanas,Otoca,QATUN TARPUY,196,1
50517,Ayacucho,Lucanas,Otoca,ALIANZA PARA EL PROGRESO,103,1
50520,Ayacucho,Lucanas,Sancos,MUSUQ ÑAN,451,1
50520,Ayacucho,Lucanas,Sancos,MOVIMIENTO REGIONAL GANA AYACUCHO,471,1
50520,Ayacucho,Lucanas,Sancos,DESARROLLO INTEGRAL AYACUCHO,202,1
50520,Ayacucho,Lucanas,Sancos,TECNOLOGIA DE PUNTA PARA AYACUCHO,9,1
50520,Ayacucho,Lucanas,Sancos,QATUN TARPUY,122,1
50520,Ayacucho,Lucanas,Sancos,ALIANZA PARA EL PROGRESO,26,1
50520,Ayacucho,Lucanas,Sancos,ACCION POPULAR,49,0
50521,Ayacucho,Lucanas,San Juan,MUSUQ ÑAN,66,1
50521,Ayacucho,Lucanas,San Juan,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,4,1
50521,Ayacucho,Lucanas,San Juan,MOVIMIENTO REGIONAL GANA AYACUCHO,18,1
50521,Ayacucho,Lucanas,San Juan,DESARROLLO INTEGRAL AYACUCHO,46,1
50521,Ayacucho,Lucanas,San Juan,QATUN TARPUY,30,1
50521,Ayacucho,Lucanas,San Juan,ALIANZA PARA EL PROGRESO,86,1
50521,Ayacucho,Lucanas,San Juan,ACCION POPULAR,103,0
50522,Ayacucho,Lucanas,San Pedro,MUSUQ ÑAN,312,1
50522,Ayacucho,Lucanas,San Pedro,MOVIMIENTO REGIONAL GANA AYACUCHO,33,1
50522,Ayacucho,Lucanas,San Pedro,DESARROLLO INTEGRAL AYACUCHO,112,1
50522,Ayacucho,Lucanas,San Pedro,QATUN TARPUY,449,1
50522,Ayacucho,Lucanas,San Pedro,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",54,1
50522,Ayacucho,Lucanas,San Pedro,ALIANZA PARA EL PROGRESO,139,1
50522,Ayacucho,Lucanas,San Pedro,ACCION POPULAR,318,0
50524,Ayacucho,Lucanas,Santa Ana de Huaycahuacho,MUSUQ ÑAN,90,1
50524,Ayacucho,Lucanas,Santa Ana de Huaycahuacho,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,86,1
50524,Ayacucho,Lucanas,Santa Ana de Huaycahuacho,MOVIMIENTO REGIONAL GANA AYACUCHO,5,1
50524,Ayacucho,Lucanas,Santa Ana de Huaycahuacho,QATUN TARPUY,81,1
50524,Ayacucho,Lucanas,Santa Ana de Huaycahuacho,PERUANOS POR EL KAMBIO,21,0
50524,Ayacucho,Lucanas,Santa Ana de Huaycahuacho,ACCION POPULAR,1,0
50525,Ayacucho,Lucanas,Santa Lucía,MUSUQ ÑAN,4,1
50525,Ayacucho,Lucanas,Santa Lucía,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,218,1
50525,Ayacucho,Lucanas,Santa Lucía,MOVIMIENTO REGIONAL GANA AYACUCHO,138,1
50525,Ayacucho,Lucanas,Santa Lucía,DESARROLLO INTEGRAL AYACUCHO,65,1
50525,Ayacucho,Lucanas,Santa Lucía,QATUN TARPUY,165,1
50529,Ayacucho,Lucanas,Saisa,MOVIMIENTO REGIONAL GANA AYACUCHO,137,1
50529,Ayacucho,Lucanas,Saisa,DESARROLLO INTEGRAL AYACUCHO,111,1
50531,Ayacucho,Lucanas,San Pedro de Palco,MUSUQ ÑAN,97,1
50531,Ayacucho,Lucanas,San Pedro de Palco,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,109,1
50531,Ayacucho,Lucanas,San Pedro de Palco,MOVIMIENTO REGIONAL GANA AYACUCHO,81,1
50531,Ayacucho,Lucanas,San Pedro de Palco,DESARROLLO INTEGRAL AYACUCHO,119,1
50531,Ayacucho,Lucanas,San Pedro de Palco,TECNOLOGIA DE PUNTA PARA AYACUCHO,16,1
50531,Ayacucho,Lucanas,San Pedro de Palco,QATUN TARPUY,151,1
50531,Ayacucho,Lucanas,San Pedro de Palco,ALIANZA PARA EL PROGRESO,73,1
50531,Ayacucho,Lucanas,San Pedro de Palco,ACCION POPULAR,86,0
50532,Ayacucho,Lucanas,San Cristóbal,MUSUQ ÑAN,183,1
50532,Ayacucho,Lucanas,San Cristóbal,MOVIMIENTO REGIONAL GANA AYACUCHO,34,1
50532,Ayacucho,Lucanas,San Cristóbal,DESARROLLO INTEGRAL AYACUCHO,42,1
50532,Ayacucho,Lucanas,San Cristóbal,QATUN TARPUY,143,1
50532,Ayacucho,Lucanas,San Cristóbal,ALIANZA PARA EL PROGRESO,215,1
50532,Ayacucho,Lucanas,San Cristóbal,ACCION POPULAR,204,0
50604,Ayacucho,Parinacochas,Coronel Castañeda,MUSUQ ÑAN,75,1
50604,Ayacucho,Parinacochas,Coronel Castañeda,MOVIMIENTO REGIONAL GANA AYACUCHO,98,1
50604,Ayacucho,Parinacochas,Coronel Castañeda,DESARROLLO INTEGRAL AYACUCHO,25,1
50604,Ayacucho,Parinacochas,Coronel Castañeda,QATUN TARPUY,218,1
50604,Ayacucho,Parinacochas,Coronel Castañeda,ALIANZA PARA EL PROGRESO,39,1
50605,Ayacucho,Parinacochas,Chumpi,MUSUQ ÑAN,403,1
50605,Ayacucho,Parinacochas,Chumpi,MOVIMIENTO REGIONAL GANA AYACUCHO,74,1
50605,Ayacucho,Parinacochas,Chumpi,DESARROLLO INTEGRAL AYACUCHO,34,1
50605,Ayacucho,Parinacochas,Chumpi,TECNOLOGIA DE PUNTA PARA AYACUCHO,15,1
50605,Ayacucho,Parinacochas,Chumpi,QATUN TARPUY,363,1
50605,Ayacucho,Parinacochas,Chumpi,ALIANZA PARA EL PROGRESO,79,1
50605,Ayacucho,Parinacochas,Chumpi,DEMOCRACIA DIRECTA,147,1
50605,Ayacucho,Parinacochas,Chumpi,ACCION POPULAR,13,0
50608,Ayacucho,Parinacochas,Pacapausa,MUSUQ ÑAN,154,1
50608,Ayacucho,Parinacochas,Pacapausa,MOVIMIENTO REGIONAL GANA AYACUCHO,110,1
50608,Ayacucho,Parinacochas,Pacapausa,TECNOLOGIA DE PUNTA PARA AYACUCHO,25,1
50608,Ayacucho,Parinacochas,Pacapausa,QATUN TARPUY,76,1
50608,Ayacucho,Parinacochas,Pacapausa,ALIANZA PARA EL PROGRESO,9,1
50608,Ayacucho,Parinacochas,Pacapausa,DEMOCRACIA DIRECTA,20,1
50611,Ayacucho,Parinacochas,Pullo,MUSUQ ÑAN,673,1
50611,Ayacucho,Parinacochas,Pullo,MOVIMIENTO REGIONAL GANA AYACUCHO,207,1
50611,Ayacucho,Parinacochas,Pullo,QATUN TARPUY,725,1
50611,Ayacucho,Parinacochas,Pullo,ALIANZA PARA EL PROGRESO,32,1
50611,Ayacucho,Parinacochas,Pullo,DEMOCRACIA DIRECTA,27,1
50612,Ayacucho,Parinacochas,Puyusca,MUSUQ ÑAN,577,1
50612,Ayacucho,Parinacochas,Puyusca,MOVIMIENTO REGIONAL GANA AYACUCHO,104,1
50612,Ayacucho,Parinacochas,Puyusca,TECNOLOGIA DE PUNTA PARA AYACUCHO,37,1
50612,Ayacucho,Parinacochas,Puyusca,QATUN TARPUY,292,1
50612,Ayacucho,Parinacochas,Puyusca,ALIANZA PARA EL PROGRESO,59,1
50615,Ayacucho,Parinacochas,San Francisco de Ravacayco,MUSUQ ÑAN,129,1
50615,Ayacucho,Parinacochas,San Francisco de Ravacayco,MOVIMIENTO REGIONAL GANA AYACUCHO,74,1
50615,Ayacucho,Parinacochas,San Francisco de Ravacayco,QATUN TARPUY,179,1
50615,Ayacucho,Parinacochas,San Francisco de Ravacayco,ALIANZA PARA EL PROGRESO,29,1
50616,Ayacucho,Parinacochas,Upahuacho,MUSUQ ÑAN,170,1
50616,Ayacucho,Parinacochas,Upahuacho,MOVIMIENTO REGIONAL GANA AYACUCHO,150,1
50616,Ayacucho,Parinacochas,Upahuacho,DESARROLLO INTEGRAL AYACUCHO,63,1
50616,Ayacucho,Parinacochas,Upahuacho,TECNOLOGIA DE PUNTA PARA AYACUCHO,31,1
50616,Ayacucho,Parinacochas,Upahuacho,QATUN TARPUY,197,1
50616,Ayacucho,Parinacochas,Upahuacho,ALIANZA PARA EL PROGRESO,52,1
50616,Ayacucho,Parinacochas,Upahuacho,DEMOCRACIA DIRECTA,13,1
50702,Ayacucho,Víctor Fajardo,Alcamenca,MUSUQ ÑAN,249,1
50702,Ayacucho,Víctor Fajardo,Alcamenca,MOVIMIENTO REGIONAL GANA AYACUCHO,355,1
50702,Ayacucho,Víctor Fajardo,Alcamenca,QATUN TARPUY,479,1
50703,Ayacucho,Víctor Fajardo,Apongo,MUSUQ ÑAN,64,1
50703,Ayacucho,Víctor Fajardo,Apongo,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,118,1
50703,Ayacucho,Víctor Fajardo,Apongo,DESARROLLO INTEGRAL AYACUCHO,59,1
50703,Ayacucho,Víctor Fajardo,Apongo,TECNOLOGIA DE PUNTA PARA AYACUCHO,21,1
50703,Ayacucho,Víctor Fajardo,Apongo,QATUN TARPUY,189,1
50704,Ayacucho,Víctor Fajardo,Canaria,MUSUQ ÑAN,212,1
50704,Ayacucho,Víctor Fajardo,Canaria,MOVIMIENTO REGIONAL GANA AYACUCHO,440,1
50704,Ayacucho,Víctor Fajardo,Canaria,DESARROLLO INTEGRAL AYACUCHO,163,1
50704,Ayacucho,Víctor Fajardo,Canaria,TECNOLOGIA DE PUNTA PARA AYACUCHO,42,1
50704,Ayacucho,Víctor Fajardo,Canaria,QATUN TARPUY,271,1
50704,Ayacucho,Víctor Fajardo,Canaria,ALIANZA PARA EL PROGRESO,258,1
50706,Ayacucho,Víctor Fajardo,Cayara,MUSUQ ÑAN,171,1
50706,Ayacucho,Víctor Fajardo,Cayara,MOVIMIENTO REGIONAL GANA AYACUCHO,301,1
50706,Ayacucho,Víctor Fajardo,Cayara,ALIANZA PARA EL PROGRESO,35,1
50706,Ayacucho,Víctor Fajardo,Cayara,DEMOCRACIA DIRECTA,53,1
50707,Ayacucho,Víctor Fajardo,Colca,MUSUQ ÑAN,191,1
50707,Ayacucho,Víctor Fajardo,Colca,MOVIMIENTO REGIONAL GANA AYACUCHO,231,1
50707,Ayacucho,Víctor Fajardo,Colca,DESARROLLO INTEGRAL AYACUCHO,53,1
50707,Ayacucho,Víctor Fajardo,Colca,TECNOLOGIA DE PUNTA PARA AYACUCHO,2,1
50707,Ayacucho,Víctor Fajardo,Colca,QATUN TARPUY,125,1
50707,Ayacucho,Víctor Fajardo,Colca,ALIANZA PARA EL PROGRESO,163,1
50708,Ayacucho,Víctor Fajardo,Hualla,MUSUQ ÑAN,339,1
50708,Ayacucho,Víctor Fajardo,Hualla,MOVIMIENTO REGIONAL GANA AYACUCHO,229,1
50708,Ayacucho,Víctor Fajardo,Hualla,DESARROLLO INTEGRAL AYACUCHO,58,1
50708,Ayacucho,Víctor Fajardo,Hualla,QATUN TARPUY,226,1
50708,Ayacucho,Víctor Fajardo,Hualla,ALIANZA PARA EL PROGRESO,111,1
50709,Ayacucho,Víctor Fajardo,Huamanquiquia,MUSUQ ÑAN,189,1
50709,Ayacucho,Víctor Fajardo,Huamanquiquia,MOVIMIENTO REGIONAL GANA AYACUCHO,227,1
50709,Ayacucho,Víctor Fajardo,Huamanquiquia,TECNOLOGIA DE PUNTA PARA AYACUCHO,14,1
50709,Ayacucho,Víctor Fajardo,Huamanquiquia,QATUN TARPUY,139,1
50710,Ayacucho,Víctor Fajardo,Huancaraylla,MUSUQ ÑAN,188,1
50710,Ayacucho,Víctor Fajardo,Huancaraylla,MOVIMIENTO REGIONAL GANA AYACUCHO,114,1
50710,Ayacucho,Víctor Fajardo,Huancaraylla,DESARROLLO INTEGRAL AYACUCHO,11,1
50710,Ayacucho,Víctor Fajardo,Huancaraylla,QATUN TARPUY,323,1
50710,Ayacucho,Víctor Fajardo,Huancaraylla,ALIANZA PARA EL PROGRESO,122,1
50710,Ayacucho,Víctor Fajardo,Huancaraylla,PARTIDO APRISTA PERUANO,4,1
50710,Ayacucho,Víctor Fajardo,Huancaraylla,DEMOCRACIA DIRECTA,87,1
50713,Ayacucho,Víctor Fajardo,Sarhua,MUSUQ ÑAN,134,1
50713,Ayacucho,Víctor Fajardo,Sarhua,MOVIMIENTO REGIONAL GANA AYACUCHO,205,1
50713,Ayacucho,Víctor Fajardo,Sarhua,DESARROLLO INTEGRAL AYACUCHO,82,1
50713,Ayacucho,Víctor Fajardo,Sarhua,TECNOLOGIA DE PUNTA PARA AYACUCHO,311,1
50713,Ayacucho,Víctor Fajardo,Sarhua,QATUN TARPUY,335,1
50713,Ayacucho,Víctor Fajardo,Sarhua,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",47,1
50713,Ayacucho,Víctor Fajardo,Sarhua,ALIANZA PARA EL PROGRESO,244,1
50714,Ayacucho,Víctor Fajardo,Vilcanchos,MUSUQ ÑAN,268,1
50714,Ayacucho,Víctor Fajardo,Vilcanchos,MOVIMIENTO REGIONAL GANA AYACUCHO,295,1
50714,Ayacucho,Víctor Fajardo,Vilcanchos,DESARROLLO INTEGRAL AYACUCHO,412,1
50714,Ayacucho,Víctor Fajardo,Vilcanchos,QATUN TARPUY,454,1
50714,Ayacucho,Víctor Fajardo,Vilcanchos,ALIANZA PARA EL PROGRESO,66,1
50715,Ayacucho,Víctor Fajardo,Asquipata,MUSUQ ÑAN,44,1
50715,Ayacucho,Víctor Fajardo,Asquipata,MOVIMIENTO REGIONAL GANA AYACUCHO,71,1
50715,Ayacucho,Víctor Fajardo,Asquipata,QATUN TARPUY,128,1
50715,Ayacucho,Víctor Fajardo,Asquipata,DEMOCRACIA DIRECTA,9,1
50802,Ayacucho,Huanca Sancos,Sacsamarca,MUSUQ ÑAN,481,1
50802,Ayacucho,Huanca Sancos,Sacsamarca,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,18,1
50802,Ayacucho,Huanca Sancos,Sacsamarca,MOVIMIENTO REGIONAL GANA AYACUCHO,275,1
50802,Ayacucho,Huanca Sancos,Sacsamarca,QATUN TARPUY,89,1
50803,Ayacucho,Huanca Sancos,Santiago de Lucanamarca,MUSUQ ÑAN,331,1
50803,Ayacucho,Huanca Sancos,Santiago de Lucanamarca,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,33,1
50803,Ayacucho,Huanca Sancos,Santiago de Lucanamarca,MOVIMIENTO REGIONAL GANA AYACUCHO,223,1
50803,Ayacucho,Huanca Sancos,Santiago de Lucanamarca,DESARROLLO INTEGRAL AYACUCHO,38,1
50803,Ayacucho,Huanca Sancos,Santiago de Lucanamarca,QATUN TARPUY,325,1
50803,Ayacucho,Huanca Sancos,Santiago de Lucanamarca,ALIANZA PARA EL PROGRESO,127,1
50804,Ayacucho,Huanca Sancos,Carapo,MUSUQ ÑAN,195,1
50804,Ayacucho,Huanca Sancos,Carapo,MOVIMIENTO REGIONAL GANA AYACUCHO,301,1
50804,Ayacucho,Huanca Sancos,Carapo,DESARROLLO INTEGRAL AYACUCHO,357,1
50804,Ayacucho,Huanca Sancos,Carapo,QATUN TARPUY,191,1
50902,Ayacucho,Vilcas Huamán,Vischongo,MUSUQ ÑAN,35,1
50902,Ayacucho,Vilcas Huamán,Vischongo,MOVIMIENTO REGIONAL GANA AYACUCHO,810,1
50902,Ayacucho,Vilcas Huamán,Vischongo,TECNOLOGIA DE PUNTA PARA AYACUCHO,36,1
50902,Ayacucho,Vilcas Huamán,Vischongo,QATUN TARPUY,832,1
50902,Ayacucho,Vilcas Huamán,Vischongo,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",384,1
50902,Ayacucho,Vilcas Huamán,Vischongo,ALIANZA PARA EL PROGRESO,44,1
50903,Ayacucho,Vilcas Huamán,Accomarca,MOVIMIENTO REGIONAL GANA AYACUCHO,244,1
50903,Ayacucho,Vilcas Huamán,Accomarca,QATUN TARPUY,190,1
50903,Ayacucho,Vilcas Huamán,Accomarca,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",310,1
50904,Ayacucho,Vilcas Huamán,Carhuanca,MUSUQ ÑAN,55,1
50904,Ayacucho,Vilcas Huamán,Carhuanca,MOVIMIENTO REGIONAL GANA AYACUCHO,63,1
50904,Ayacucho,Vilcas Huamán,Carhuanca,QATUN TARPUY,108,1
50904,Ayacucho,Vilcas Huamán,Carhuanca,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",105,1
50904,Ayacucho,Vilcas Huamán,Carhuanca,ALIANZA PARA EL PROGRESO,145,1
50905,Ayacucho,Vilcas Huamán,Concepción,MUSUQ ÑAN,162,1
50905,Ayacucho,Vilcas Huamán,Concepción,MOVIMIENTO REGIONAL GANA AYACUCHO,429,1
50905,Ayacucho,Vilcas Huamán,Concepción,QATUN TARPUY,397,1
50905,Ayacucho,Vilcas Huamán,Concepción,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",378,1
50905,Ayacucho,Vilcas Huamán,Concepción,ALIANZA PARA EL PROGRESO,61,1
50905,Ayacucho,Vilcas Huamán,Concepción,ACCION POPULAR,5,0
50906,Ayacucho,Vilcas Huamán,Huambalpa,MUSUQ ÑAN,195,1
50906,Ayacucho,Vilcas Huamán,Huambalpa,MOVIMIENTO REGIONAL GANA AYACUCHO,85,1
50906,Ayacucho,Vilcas Huamán,Huambalpa,DESARROLLO INTEGRAL AYACUCHO,66,1
50906,Ayacucho,Vilcas Huamán,Huambalpa,TECNOLOGIA DE PUNTA PARA AYACUCHO,17,1
50906,Ayacucho,Vilcas Huamán,Huambalpa,QATUN TARPUY,286,1
